,cid,text,time,author,channel,votes,photo,heart
293,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9LGnPeJOrKZ, @TARVIIN DHANUSH  to,1 month ago,Arul Raj,UCs1_2xVpI1HLPYBP4qzX6Ww,0,https://yt3.ggpht.com/ytc/AAUvwnh3HvKKeScvTA1dzM-78PKRjj6fFKijvgt_Tw=s176-c-k-c0x00ffffff-no-rj,False
294,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9LGVT1mDfJd,A.p,1 month ago,Akash Akash,UCTZB_BPc5yARjhNoNV9ohew,0,https://yt3.ggpht.com/ytc/AAUvwnip72DJ3hSBDoHRmejmdWJiNtbJ4KkPwYggCQ=s176-c-k-c0x00ffffff-no-rj,False
295,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9LDMS51WreZ,"_ 
m b-b. B b",1 month ago,Srikanth S,UCkOF9IZsp9Z5eixniltr4cg,0,https://yt3.ggpht.com/ytc/AAUvwnjDNeaZYKec9rAkraHvK5eLZ87Z01yQck5OVw=s176-c-k-c0x00ffffff-no-rj,False
296,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9LDHzoVp7_z,🔥,1 month ago,Jeeva Vijay,UCcknqONF3XQAM8cCt3p3G1g,0,https://yt3.ggpht.com/ytc/AAUvwngbUkRtYNQDEkoSwo4setG8PWFxjYbjc7aELbdSsQ=s176-c-k-c0x00ffffff-no-rj,False
297,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9LDF8bdqRTh,Super,1 month ago,053 Devendran CMT s1,UCrPPY7wPhpybDVRsvgVIYHw,0,https://yt3.ggpht.com/ytc/AAUvwnh-ICx6H8dmsJa-qvSwtIl1qXa6Gsev9P0_4o-R=s176-c-k-c0x00ffffff-no-rj,False
298,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9LBd-UmuszL,Uuu,1 month ago,Mr.Perfect GSD,UCyybPBALAd7xoDMUPaz_R3Q,0,https://yt3.ggpht.com/ytc/AAUvwnhfThOh94ZZnQdM75BYq1TB_RATH4zc-cdd84zMKA=s176-c-k-c0x00ffffff-no-rj,False
299,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9LAcDDon8vX, @TARVIIN DHANUSH  hi,1 month ago,Rajan Renu Rajan,UC1b-27KHkWlZWQLDNnGpUuA,0,https://yt3.ggpht.com/ytc/AAUvwni0dfCjhf4fzAR3tR6zpd_eE5p-Fox_uaqwK58aFw=s176-c-k-c0x00ffffff-no-rj,False
300,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9L8emcgRILA,Dffrfff,1 month ago,mohamed janoos,UCZY_JfOCMY1sqrR61icz7Kw,1,https://yt3.ggpht.com/ytc/AAUvwnhq3xOdY_CRyNVbUsp4jP0YosXikPK0OO5kMA=s176-c-k-c0x00ffffff-no-rj,False
301,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9L8GIABgc1b,"🌴🌴நாம் தமிழர் கட்சி 🌴🌴ஆட்சி வரைவு சில துளிகள்🌴🌴
🎓தனியார் மருத்துவமனைகள் அனைத்தும் அரசுடைமை ஆக்கப்படும். (அறுவை சிகிச்சை இல்லாத பொது மருத்துவத்திற்கு அனுமதி தரப்படும்.) 
🎓அரசு உயர்நிலை பொறுப்பு மற்றும் அதிகாரிகள் அனைவரும் அரசு மருத்துவமனையில் தான் சிகிச்சை மேற்கொள்ள வேண்டும். 
🎓சித்த மருத்துவமே தமிழகத்தின் முதன்மை மருத்துவமாக மாற்றப்படும். மாவட்டம் தோறும் சித்த மருத்துவ சாலை அமைக்கபடும்.
🌴🌴வாக்களீப்பீர் 🌴🌴💦விவசாயி👳🌴🌴",1 month ago,siva NTK🌴,UCt8Ch1QqDKLCgQ33IDO7glw,0,https://yt3.ggpht.com/QVzcxiTSuZsQZ3-IHxKoHOsYaeBIoprCW52o2ZhJNca9ORJM9ul-K8RZh4WIl-IRnZRFBJWqI9s=s176-c-k-c0x00ffffff-no-rj,False
302,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9L6XP1uwzpA,Very nice song,1 month ago,Muthukrishnan p,UC8UPL-3ujCC1VJ3Js-ktyUQ,0,https://yt3.ggpht.com/ytc/AAUvwnhCj-Cn9Ds0BsCPwwecJLHKy3v5JZiP7bAm2isniQ=s176-c-k-c0x00ffffff-no-rj,False
303,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9L4BZiagCS3, @TARVIIN DHANUSH  pp,1 month ago,rooney,UCE98D2r2uODwfpdojeoTnVw,0,https://yt3.ggpht.com/ytc/AAUvwnhfojj41OX8EdDBHptzQqGTbaV8S3sqVyisc0wG=s176-c-k-c0x00ffffff-no-rj,False
304,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9L42HPMCYs9, @TARVIIN DHANUSH  ~a,1 month ago,Vicky Dani,UC1X-EHj8qhL6T6GaFW0lzjw,0,https://yt3.ggpht.com/ytc/AAUvwnhXyrM7bcHJk2xKp2IvA9L1AjA8yxzTomtWJg=s176-c-k-c0x00ffffff-no-rj,False
305,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9L3YN9T0Sxx,Tpandiselvitkthirnauvkkarsuno109saiengering1flakmmpuramurapkkamcngelputtmaveatm6966⁰00to is a great way for rent houses for rent to u and the world of music is ur wife and take it to make sure that is not in the past year or any of the other places urapakkam nee than sonna nee than I have been in 5AM since I don't blessing my daughter and sweet and not so many gf and godisgreat but not EVERYONE'S favorite part is ur name art and take a good 8th and happy,1 month ago,Thirunavukkarau Kuppusamy,UCVLdYiMhC2Ja3BjZhvbVrEA,0,https://yt3.ggpht.com/ytc/AAUvwngqZxPsfMgZrMz7yoycq8PCyMItaZeFl2rs7g=s176-c-k-c0x00ffffff-no-rj,False
306,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9L1d8Pbqwij, @TARVIIN DHANUSH  and his,1 month ago,Krishnan Krish,UCdsxzPNSg2Ejp04w9FOCVtA,0,https://yt3.ggpht.com/ytc/AAUvwnjPtE0AIhS8gXBkZeyqW1TTP398p-iXASiCKfRd=s176-c-k-c0x00ffffff-no-rj,False
307,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9L0wdOB5cvZ, @TARVIIN DHANUSH  m,1 month ago,Kamaraj Murugan,UC19KtyQmmrebAaFVj-hl8aQ,0,https://yt3.ggpht.com/ytc/AAUvwnhZlrKdeHzZgOfBFlPvRzH5icXN-0UkeWHARi5UeQ=s176-c-k-c0x00ffffff-no-rj,False
308,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9L0pdLAFXaG, @TARVIIN DHANUSH  1u,1 month ago,Raja jai Bosco,UCUlrcwXzwjFqu2_F0T3odQw,0,https://yt3.ggpht.com/ytc/AAUvwnjyP4rNexcO_i2USg4mT0I8_xvfYGEXwWe-4us4=s176-c-k-c0x00ffffff-no-rj,False
309,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9L0dLJdQvfy, @vip mani  h hhhjjjhjuhjjjkbkhu only,1 month ago,Kasthuri Hariharan,UCMP_n4d6_xzBBgYMS8QMAIA,0,https://yt3.ggpht.com/ytc/AAUvwnggMlituJkp6qA_XblL-V4QzGdCdcgn7EnhfS_i=s176-c-k-c0x00ffffff-no-rj,False
310,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9L--fiiMdnt, @TARVIIN DHANUSH  aa,1 month ago,Siva Kumar,UCD_nd3Wpy9YRpkodq66dbpA,0,https://yt3.ggpht.com/ytc/AAUvwngQxX-hPvSjG-Hc3_D5bBDs3Euf6PXrlvYklA=s176-c-k-c0x00ffffff-no-rj,False
311,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9KzsWYcrwsG, @Siva Guru  maari only Dhanush Anna mattumthan,1 month ago,Tharanraj S,UCmHFG2iApFMpjo078w2fEZQ,0,https://yt3.ggpht.com/ytc/AAUvwni9x67y7ex6ySc4b-pKVIK42OtmKT2DiELyR6-N=s176-c-k-c0x00ffffff-no-rj,False
312,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9KzsEg5cQ9v, @P Elumalai  Thalaiva super,1 month ago,Tharanraj S,UCmHFG2iApFMpjo078w2fEZQ,0,https://yt3.ggpht.com/ytc/AAUvwni9x67y7ex6ySc4b-pKVIK42OtmKT2DiELyR6-N=s176-c-k-c0x00ffffff-no-rj,False
313,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9KzX_BPfJfk, @TARVIIN DHANUSH  Gvvvmnnnjkkkk,1 month ago,RajiRajan U,UCC4dusot7URs86xgjIDLbYw,0,https://yt3.ggpht.com/ytc/AAUvwngh6ArZJ_2KVr9B2wk-9nxx0mVS6xVdRL3ShA=s176-c-k-c0x00ffffff-no-rj,False
314,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9KzGzO0H9Sq,Hi,1 month ago,DHANDAPANI .R EEE S 20S713,UCtxjJhcvjbDkf4bRR6dkqnQ,0,https://yt3.ggpht.com/ytc/AAUvwnjeAlIBWX-3oqSnlFel5pbA-ZTSTyhcGPy3n_Mr=s176-c-k-c0x00ffffff-no-rj,False
315,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9Kz7v5eHYwC, @TARVIIN DHANUSH  🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄 for,1 month ago,Vijay Prabha,UCbKtexfLRUT7xNcmhbYCqCg,0,https://yt3.ggpht.com/ytc/AAUvwnjxlwYLXc3RpANKBReGeQthDtaVYjAnpKMTmg=s176-c-k-c0x00ffffff-no-rj,False
316,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9KyrpucaTC1,jsisi,1 month ago,Sivakhami 78,UCOHiUsvI1ALbsRF-hA5qQVA,1,https://yt3.ggpht.com/ytc/AAUvwngvjaAnft4JGSL39DWXO4823wv50GdpNgn9Cg=s176-c-k-c0x00ffffff-no-rj,False
317,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9Kyro8h3PzM, @TARVIIN DHANUSH  ki,1 month ago,Sivakhami 78,UCOHiUsvI1ALbsRF-hA5qQVA,0,https://yt3.ggpht.com/ytc/AAUvwngvjaAnft4JGSL39DWXO4823wv50GdpNgn9Cg=s176-c-k-c0x00ffffff-no-rj,False
318,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9KyjAXCaiUb,Thank you,1 month ago,Playfull Friends,UCEkXSMqcPk3BW8UwAEYcwoA,0,https://yt3.ggpht.com/ytc/AAUvwnjuvwIS7oc7fgA5P8QDO2BlfgXX52RIND8n1solpA=s176-c-k-c0x00ffffff-no-rj,False
319,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9KxfPFdiRj0, @TARVIIN DHANUSH  g0,1 month ago,SENTHIL KUMAR,UCPf1fFZg7LRJIjgeE_Tq7Yg,0,https://yt3.ggpht.com/ytc/AAUvwniUNA_ohVUN8_TxGVDDRw-aFqifvG0fDdCb0A=s176-c-k-c0x00ffffff-no-rj,False
320,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9Kw0vYX_r6d, @TARVIIN DHANUSH  p0p0p0l0ppp,1 month ago,Thanks Gold,UChf_efDTNejb5zHhuBt2oUA,0,https://yt3.ggpht.com/ytc/AAUvwnjazgSRYl2D9La2RIpiqDTUMO2E9k56AYEj7Q=s176-c-k-c0x00ffffff-no-rj,False
321,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9Kw0rTt9NIj, @TARVIIN DHANUSH  p000p0ppp0p,1 month ago,Thanks Gold,UChf_efDTNejb5zHhuBt2oUA,0,https://yt3.ggpht.com/ytc/AAUvwnjazgSRYl2D9La2RIpiqDTUMO2E9k56AYEj7Q=s176-c-k-c0x00ffffff-no-rj,False
322,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9KvDIqa_ShQ,¹,1 month ago,Vino Pranitha,UCariByo5aoqMLUQMGEiQtAQ,0,https://yt3.ggpht.com/ytc/AAUvwngPRRyxjQgebqU3m3FFY85d1y-pihVRaayfzw=s176-c-k-c0x00ffffff-no-rj,False
323,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9Ku4ub_BfmU,Arivalagan,1 month ago,S Arivalagan,UCY0SwTx-gc5v-FTjCCyQlxw,0,https://yt3.ggpht.com/ytc/AAUvwng_--A19vxIA2jX072qF0xblzCGvwURn9B5GrXpxg=s176-c-k-c0x00ffffff-no-rj,False
324,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9KthKci6j-7,Singer look like actor  Radha Ravi😎,1 month ago,Abdul Iyaad,UCYgJxUW1eIc6ADS7SOPkK7w,0,https://yt3.ggpht.com/ytc/AAUvwnjhWZ4idKr51gUAumWl4cYoxoVpD-j_w7Xorg=s176-c-k-c0x00ffffff-no-rj,False
325,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9KtH8lUqo9P,Wedaauee snrrsns rjg to,1 month ago,Sathya Kala,UCsgDXxYey7cbVmHljhvGi_Q,0,https://yt3.ggpht.com/ytc/AAUvwni342LjgCCJP3gUMTiW6pdbZSNQZHpuVhaPTQ=s176-c-k-c0x00ffffff-no-rj,False
326,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9KsuRgdHtpo,🤣🤣🙄🙄💋 @TARVIIN DHANUSH ,1 month ago,Sandy Sandyvasu,UCsYQwiTcVN9_Njj_KnkxapQ,0,https://yt3.ggpht.com/ytc/AAUvwngu_tFGIvCyCiuilVlugUtF0EjQmMZEY0J9EUiu=s176-c-k-c0x00ffffff-no-rj,False
327,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9KsiNnUK7CD,St,1 month ago,S Arivalagan,UCY0SwTx-gc5v-FTjCCyQlxw,0,https://yt3.ggpht.com/ytc/AAUvwng_--A19vxIA2jX072qF0xblzCGvwURn9B5GrXpxg=s176-c-k-c0x00ffffff-no-rj,False
328,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9KsVZJq0TK0,Yes,1 month ago,prem kumar,UCvypFR15Z87KYdzmevd-Nlg,0,https://yt3.ggpht.com/ytc/AAUvwnj2h43muBvliSdzY4eDJI46n-whLAO4vaB5mRWZ=s176-c-k-c0x00ffffff-no-rj,False
329,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9KrZtMY7zQ4,வால் தூக்கி நின்ன பாரு வந்து சண்ட போட்ட எவனும் இல்லை இந்த வரிகள் டாக்டர் பாபா சாகிப் அம்பேத்கர் அவர்களுக்கே பொறுத்தும் சட்ட புத்தகத்தை கை ✋ எடுத்தப் பிறகு இன்றைக்கு அவரை எதிர்த்து சண்டை போட எவனும் இல்ல.,1 month ago,Aruna chalam,UC3bHVjy1PPYI4n2e3zBMX6A,0,https://yt3.ggpht.com/ytc/AAUvwniyobD17Ba-CZ5ZRfku4c92gMEMp6I9PZ8IKns=s176-c-k-c0x00ffffff-no-rj,False
330,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9Lm1dxUZnfb," @Daranii 5  slpp
Fool d0",1 month ago,Endly vikki,UCEsKQPB_naiktcdgCcLopuQ,0,https://yt3.ggpht.com/ytc/AAUvwniw2edQs2fLy6bAa5xObj1Zdab-m-IhcoGNHIQF=s176-c-k-c0x00ffffff-no-rj,False
331,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9LlIrWmpNR_, @TARVIIN DHANUSH  %/,1 month ago,Rama samy,UC6tF0chEYadtvF1pHilkawg,0,https://yt3.ggpht.com/ytc/AAUvwnikR3SW5pH0v9i7LfydMxiSuyvCzuq4nY0Dag=s176-c-k-c0x00ffffff-no-rj,False
332,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9LlAyXiwjVV," @TARVIIN DHANUSH  m
p
O
O",1 month ago,Kalpu Balu,UCXOxoKVmD_YjbTiKfGAsh3A,0,https://yt3.ggpht.com/ytc/AAUvwnhoRNk8_SYgQas6Ht-0TSO4BDTLqwJEGKeajw=s176-c-k-c0x00ffffff-no-rj,False
333,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9Ll9g26f7gf,Hgfhgf,1 month ago,Rekha Pandi,UC0cWUO8dbtRHPgvljEJ98JQ,0,https://yt3.ggpht.com/ytc/AAUvwngLvEpyO8oa7jWSKuh_o6d1HNMHmEgBFMZGMA=s176-c-k-c0x00ffffff-no-rj,False
334,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9LkY1T1HN5i, @TARVIIN DHANUSH   z,1 month ago,Dharineesh Ck,UCBF0ePY-_QDLyVpMaUlGo8w,0,https://yt3.ggpht.com/ytc/AAUvwniv3-cq8sz2487ormOyFAGagFq8TvupBfdQ4A=s176-c-k-c0x00ffffff-no-rj,False
335,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9LhtrADGUtD,Stalin,1 month ago,Anwar Sabeena,UCnoyOBVn95CiWE8bs3BH2YA,0,https://yt3.ggpht.com/ytc/AAUvwngbhHlvCJnPdjwLfwS1R0MPhqifUb2rD8kGC_F4MA=s176-c-k-c0x00ffffff-no-rj,False
336,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9Lhtp09eEFL,In,1 month ago,Anwar Sabeena,UCnoyOBVn95CiWE8bs3BH2YA,0,https://yt3.ggpht.com/ytc/AAUvwngbhHlvCJnPdjwLfwS1R0MPhqifUb2rD8kGC_F4MA=s176-c-k-c0x00ffffff-no-rj,False
337,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9LhtmhmvSu_,Hi,1 month ago,Anwar Sabeena,UCnoyOBVn95CiWE8bs3BH2YA,0,https://yt3.ggpht.com/ytc/AAUvwngbhHlvCJnPdjwLfwS1R0MPhqifUb2rD8kGC_F4MA=s176-c-k-c0x00ffffff-no-rj,False
338,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9Lhq3Z0MOnw,Agree,1 month ago,Ñaveeñ kumar,UCAXCZflSDskrtAsCujUUiQQ,0,https://yt3.ggpht.com/ytc/AAUvwnjwGiZuirBXQHKfdvO_cCdL9rbu2gump4gnLR6M=s176-c-k-c0x00ffffff-no-rj,False
339,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9LfUEDw_utA, @TARVIIN DHANUSH  0,1 month ago,MANI KANDAN,UClCY9qENWqdgPiDpDMxr3AQ,0,https://yt3.ggpht.com/ytc/AAUvwnj7kh6NZOpn_DjLv37MgxFG-ULJ8jd7zFLNed5ifQ=s176-c-k-c0x00ffffff-no-rj,False
340,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9LfUDk8iImg, @TARVIIN DHANUSH  nl,1 month ago,MANI KANDAN,UClCY9qENWqdgPiDpDMxr3AQ,0,https://yt3.ggpht.com/ytc/AAUvwnj7kh6NZOpn_DjLv37MgxFG-ULJ8jd7zFLNed5ifQ=s176-c-k-c0x00ffffff-no-rj,False
341,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9Ld9GpJpeQY,sad555465677675777454655576777rerrrtu567,1 month ago,gnana prakasam,UCAWoXZKFa1ucPpR_H-OrDcg,0,https://yt3.ggpht.com/ytc/AAUvwnhnP6QDElzoi7FbKJYjMnNJWKwrab5GhUZrfv1j8w=s176-c-k-c0x00ffffff-no-rj,False
342,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9Lcn0w3o1-o, @TARVIIN DHANUSH p0,1 month ago,raaj kannan,UCt48uknUix7w90tjbNfBlTQ,0,https://yt3.ggpht.com/ytc/AAUvwnhS3vRFvdIPPcvCSiBUU8OPSpSjr52YZf-GAap2Yg=s176-c-k-c0x00ffffff-no-rj,False
343,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9LcRbCm7R5c, @TARVIIN DHANUSH  .l agree,1 month ago,L Arunesh,UC-25Hvd8r3hwWAX5A7T2BXw,0,https://yt3.ggpht.com/ytc/AAUvwniJ3-o3PMFRmpd0Do_64ceI5JJujaBhie1eOcjmcg=s176-c-k-c0x00ffffff-no-rj,False
344,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9LcQm4-rzv7, @TARVIIN THALAPATHY  👍👌,1 month ago,Vijay Viji,UC9QTEoYvyYzqAELvpbWicBQ,0,https://yt3.ggpht.com/ytc/AAUvwnhWFNdR-ftGD1Duswj7pPO4LlhnWwA9aAt4Mg=s176-c-k-c0x00ffffff-no-rj,False
345,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9LcNitFE7D_, @TARVIIN DHANUSH  I'm ivicyuhf iih,1 month ago,dilli babu,UCjhoSFcEk8wZ-KWwMjlhMWQ,0,https://yt3.ggpht.com/ytc/AAUvwnhZe6sZj2_uRjLbCm1qrKJFR9FwNBZScTAp1bC2gw=s176-c-k-c0x00ffffff-no-rj,False
346,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9Lc12fNO5fX, @TARVIIN DHANUSH  0,1 month ago,Naveen Seetha,UCUaCKPBTiPg5WYMvQ-7gImA,0,https://yt3.ggpht.com/ytc/AAUvwnh2ylr2k0ZJhI81AX2oW157cGgkAcQ9gDp8I_LOhA=s176-c-k-c0x00ffffff-no-rj,False
347,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9LawYxgrwCF,Io,1 month ago,Ajay DME,UCveADhP2Q2OnLZNAR_xYkVw,0,https://yt3.ggpht.com/ytc/AAUvwngCjpQBIOcyHABbCGVGewVXkz3KzM68FEFYoeWQ6w=s176-c-k-c0x00ffffff-no-rj,False
348,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9LaVrdWlb7r,🙏❤️,1 month ago,Sham Sham,UCX8bDBPweNCrEVBOP35bQTA,0,https://yt3.ggpht.com/ytc/AAUvwnguM1y2svIJZvgmRPTLTHbnXSCKwIjhkQSTHQ=s176-c-k-c0x00ffffff-no-rj,False
349,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9LaOvVL0QUn," @Daranii 5  
...",1 month ago,Sangeetha Sangeetha,UCRsQ1Bl9DtKqFfm-3mEO19A,0,https://yt3.ggpht.com/ytc/AAUvwnii8N1EblXe3_Ihd5omCMFDtAnXKKN6MqrUYA=s176-c-k-c0x00ffffff-no-rj,False
350,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9LaC3XcYtBd,❤❤,1 month ago,146 Subashini,UCvPJOwRTVXDH2_iu02u2Idw,0,https://yt3.ggpht.com/ytc/AAUvwngGrrV5XUEnwMFVKlRKsi0WYbrtjD5RwHBhB3r6=s176-c-k-c0x00ffffff-no-rj,False
351,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9La8fowkdjS, @TARVIIN DHANUSH  gb,1 month ago,SANTHOSH KUMAR,UCRIod5KIxmNYvVWEH0B7DMg,0,https://yt3.ggpht.com/ytc/AAUvwnhuZ8btmYwoo9iHFjZ1Ur0a76A4QFh6nVXhBJzhYe4=s176-c-k-c0x00ffffff-no-rj,False
352,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9L_mC_yc42e,Y,1 month ago,Mohamed Thahir,UCpgjOfPie6k2oEje1C7sfVg,0,https://yt3.ggpht.com/ytc/AAUvwnhssvgiLARxYfVTx_utJEk6Fzxn8IVfZQ2Ykw=s176-c-k-c0x00ffffff-no-rj,False
353,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9LZlIQP-kF6, @TARVIIN DHANUSH  kk ll.kokk,1 month ago,harish harry,UCtxVMsIrsvcUOXckWGNrI6A,0,https://yt3.ggpht.com/ytc/AAUvwnjpGaI9oTbregike7IYkCea2SxvD-8gTInDX73T=s176-c-k-c0x00ffffff-no-rj,False
354,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9LZEvyfUHp_,L,1 month ago,Muthu Kumaran,UCJZFGXf2np_l0wCx-l6E53Q,0,https://yt3.ggpht.com/ytc/AAUvwnhwkY-ux5Pb00fZCZ-4tFHMEBl3A5-Kbq_940cT=s176-c-k-c0x00ffffff-no-rj,False
355,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9LZ7cACGCya,Yes bro,1 month ago,KODUMAIKAL,UCg5aG8z9JRPcgdcbvztd5Rw,0,https://yt3.ggpht.com/ytc/AAUvwnjn9ZWBaFkDC-tmxeCuh7YXp4trKAzHtBUxVnpvQC4=s176-c-k-c0x00ffffff-no-rj,False
356,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9LZ2pKKEH4M,👌👌👌,1 month ago,Kaliyaraj Nagaraj,UCcCKpxOYMLJcwEFM01COexA,0,https://yt3.ggpht.com/ytc/AAUvwngo6j7eM_h0bOXYSAVPnaiLCYmuidyica3jqg=s176-c-k-c0x00ffffff-no-rj,False
357,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9LYaxZJ8O0z, @TARVIIN DHANUSH  p,1 month ago,Karthi Karthi,UCN5mwAF_aKspJcyNlFkSziQ,0,https://yt3.ggpht.com/ytc/AAUvwngk9BIt8cHy8aACsKq0m5OZWwm2gOOIJ4U9GPplPQ=s176-c-k-c0x00ffffff-no-rj,False
358,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9LWcdj5VOld, @TARVIIN DHANUSH  👍,1 month ago,Kanagu Arasu,UCnWv3TvdD5bib9M3vhh0H4g,0,https://yt3.ggpht.com/ytc/AAUvwnhw3lJNMbJyp1oYq9GueBlg71DyEnWYkXbChA=s176-c-k-c0x00ffffff-no-rj,False
359,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9LWVAjQbbiz, @TARVIIN DHANUSH  way  h,1 month ago,Priya Hari,UC3ldLio9d2zd5sLfRYnVTNA,0,https://yt3.ggpht.com/ytc/AAUvwnhhaQimmEhJww4xccy9atQVAktgWPeYOg6ZdQ=s176-c-k-c0x00ffffff-no-rj,False
360,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9LVuYKrCgeh, @TARVIIN DHANUSH 👍👍,1 month ago,Mari Muthu,UCRPSal0eFB6W56m7kqRGf0A,0,https://yt3.ggpht.com/ytc/AAUvwngGooWs5tak5d0Mrsrcp38WTWuQzvfXywtCAg=s176-c-k-c0x00ffffff-no-rj,False
361,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9LVuVwV9h7H,👌👌,1 month ago,Mari Muthu,UCRPSal0eFB6W56m7kqRGf0A,0,https://yt3.ggpht.com/ytc/AAUvwngGooWs5tak5d0Mrsrcp38WTWuQzvfXywtCAg=s176-c-k-c0x00ffffff-no-rj,False
362,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9LVa2ojMZfe, @TARVIIN DHANUSH  g,1 month ago,Raja Ragunath G,UCQAD9KFXgAh62hjOKZoy2uA,0,https://yt3.ggpht.com/ytc/AAUvwnirNnbBvAGUddXwdOScTn9jIbIw-Nu6uY63gA=s176-c-k-c0x00ffffff-no-rj,False
363,UgwujTdEPeHgKa6mHGN4AaABAg.9JuSuIKN10a9LVFLBx-JvT, @TARVIIN DHANUSH  llll,1 month ago,anish nadaraj,UC_EOepsY5u1KTLE2LNkLZTw,0,https://yt3.ggpht.com/ytc/AAUvwng8AVUIzJXIoVDSsSxZ1X2IAiCO7l3f5i57nhsi=s176-c-k-c0x00ffffff-no-rj,False
